Code,Name,Sex,18-20,21-25,26-30,31-35,36-40,41-45,46-50,51-55,56-60,61-65,66-70,71+,source_file
D06,海怡東 South Horizons East,F,138.0,293.0,194.0,208.0,233.0,361.0,500.0,686.0,530.0,316.0,200,315.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D07,海怡西 South Horizons West,M,171.0,327.0,238.0,202.0,218.0,300.0,372.0,650.0,721.0,449.0,275,246.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D07,海怡西 South Horizons West,F,143.0,352.0,273.0,225.0,279.0,396.0,515.0,764.0,648.0,335.0,228,294.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D08,華貴 Wah Kwai,M,91.0,261.0,363.0,344.0,317.0,383.0,349.0,576.0,658.0,481.0,439,870.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D08,華貴 Wah Kwai,F,89.0,267.0,342.0,353.0,320.0,352.0,451.0,636.0,678.0,543.0,427,1196.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D09,華富南 Wah Fu South,M,90.0,263.0,215.0,233.0,187.0,212.0,279.0,306.0,319.0,343.0,279,854.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D09,華富南 Wah Fu South,F,99.0,212.0,204.0,189.0,165.0,260.0,309.0,372.0,402.0,398.0,385,1093.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D10,華富北 Wah Fu North,M,135.0,263.0,332.0,287.0,242.0,313.0,333.0,375.0,406.0,352.0,329,885.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D10,華富北 Wah Fu North,F,114.0,263.0,251.0,241.0,195.0,310.0,365.0,441.0,432.0,455.0,453,958.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D11,薄扶林 Pokfulam,M,66.0,136.0,128.0,149.0,194.0,259.0,308.0,380.0,365.0,362.0,307,302.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D11,薄扶林 Pokfulam,F,63.0,158.0,153.0,164.0,224.0,301.0,380.0,392.0,364.0,316.0,262,246.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D12,置富 Chi Fu,M,94.0,250.0,235.0,262.0,290.0,308.0,330.0,435.0,508.0,499.0,490,633.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D12,置富 Chi Fu,F,83.0,297.0,240.0,282.0,312.0,364.0,426.0,546.0,666.0,523.0,465,639.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D13,田灣 Tin Wan,M,117.0,283.0,299.0,270.0,309.0,316.0,404.0,527.0,476.0,415.0,355,694.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D13,田灣 Tin Wan,F,96.0,296.0,272.0,289.0,285.0,318.0,386.0,487.0,541.0,446.0,347,871.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D14,石漁 Shek Yue,M,126.0,264.0,370.0,386.0,349.0,402.0,389.0,559.0,601.0,494.0,439,1032.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D14,石漁 Shek Yue,F,97.0,284.0,365.0,329.0,317.0,371.0,399.0,563.0,620.0,562.0,522,1462.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D15,黃竹坑 Wong Chuk Hang,M,73.0,194.0,169.0,227.0,286.0,477.0,478.0,501.0,416.0,321.0,317,657.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D15,黃竹坑 Wong Chuk Hang,F,81.0,181.0,187.0,256.0,396.0,555.0,513.0,517.0,451.0,374.0,377,820.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D16,海灣 Bays Area,M,40.0,97.0,86.0,90.0,94.0,134.0,160.0,214.0,272.0,241.0,248,292.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D16,海灣 Bays Area,F,37.0,94.0,73.0,84.0,119.0,153.0,214.0,234.0,243.0,213.0,196,193.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D17,赤柱及石澳 Stanley & Shek O,M,94.0,194.0,224.0,214.0,222.0,384.0,424.0,464.0,509.0,386.0,283,403.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D17,赤柱及石澳 Stanley & Shek O,F,87.0,192.0,195.0,196.0,249.0,448.0,433.0,493.0,488.0,361.0,267,443.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
D17,赤柱及石澳 Stanley & Shek O,"總計
Total",3227.0,7967.0,8227.0,9332.0,9455.0,11211.0,12518.0,16166.0,17141.0,14352.0,11957,21745.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_D.csv.xlsx
Q01,西貢市中心 Sai Kung Central,M,72.0,186.0,169.0,214.0,232.0,274.0,287.0,358.0,352.0,309.0,248.0,375.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q01,西貢市中心 Sai Kung Central,F,97.0,190.0,174.0,201.0,239.0,287.0,290.0,369.0,373.0,280.0,206.0,466.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q02,白沙灣 Pak Sha Wan,M,105.0,229.0,187.0,210.0,267.0,317.0,378.0,510.0,529.0,344.0,278.0,338.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q02,白沙灣 Pak Sha Wan,F,104.0,220.0,207.0,238.0,327.0,362.0,400.0,495.0,428.0,297.0,194.0,365.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q03,西貢離島 Sai Kung Islands,M,72.0,115.0,133.0,123.0,139.0,167.0,204.0,266.0,336.0,256.0,161.0,251.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q03,西貢離島 Sai Kung Islands,F,47.0,136.0,115.0,146.0,154.0,211.0,220.0,303.0,310.0,203.0,144.0,262.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q04,坑口東 Hang Hau East,M,84.0,157.0,162.0,126.0,170.0,178.0,265.0,375.0,377.0,275.0,200.0,223.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q04,坑口東 Hang Hau East,F,72.0,140.0,133.0,163.0,179.0,239.0,288.0,346.0,317.0,184.0,142.0,184.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q05,坑口西 Hang Hau West,M,111.0,251.0,201.0,206.0,246.0,309.0,326.0,460.0,466.0,304.0,192.0,272.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q05,坑口西 Hang Hau West,F,99.0,219.0,180.0,195.0,291.0,346.0,339.0,479.0,375.0,222.0,175.0,246.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q06,寶怡 Po Yee,M,148.0,294.0,310.0,333.0,434.0,626.0,562.0,539.0,477.0,377.0,297.0,448.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q06,寶怡 Po Yee,F,148.0,291.0,301.0,374.0,499.0,699.0,567.0,506.0,440.0,388.0,347.0,536.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q07,維景 Wai King,M,97.0,134.0,125.0,188.0,327.0,638.0,602.0,496.0,352.0,199.0,189.0,196.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q07,維景 Wai King,F,85.0,141.0,113.0,211.0,394.0,735.0,621.0,487.0,290.0,219.0,177.0,192.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q08,都善 Do Shin,M,93.0,204.0,179.0,175.0,278.0,395.0,369.0,391.0,321.0,256.0,194.0,252.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q08,都善 Do Shin,F,121.0,195.0,163.0,218.0,282.0,473.0,414.0,408.0,305.0,213.0,177.0,229.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q09,健明 Kin Ming,M,330.0,618.0,453.0,215.0,149.0,248.0,312.0,415.0,588.0,412.0,293.0,263.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q09,健明 Kin Ming,F,362.0,621.0,410.0,196.0,184.0,442.0,559.0,600.0,456.0,318.0,185.0,232.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q10,彩健 Choi Kin,M,302.0,647.0,616.0,383.0,342.0,445.0,413.0,459.0,650.0,497.0,368.0,426.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q10,彩健 Choi Kin,F,276.0,695.0,577.0,361.0,344.0,573.0,502.0,657.0,620.0,455.0,297.0,343.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q11,澳唐 O Tong,M,171.0,267.0,225.0,299.0,547.0,710.0,609.0,523.0,405.0,284.0,246.0,324.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q11,澳唐 O Tong,F,139.0,234.0,222.0,355.0,583.0,831.0,591.0,502.0,383.0,304.0,283.0,337.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q12,富君 Fu Kwan,M,181.0,374.0,267.0,263.0,407.0,557.0,742.0,656.0,515.0,324.0,271.0,375.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q12,富君 Fu Kwan,F,244.0,356.0,237.0,310.0,419.0,717.0,779.0,594.0,431.0,379.0,281.0,429.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q13,軍寶 Kwan Po,M,85.0,152.0,144.0,211.0,391.0,534.0,436.0,366.0,282.0,154.0,134.0,157.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q13,軍寶 Kwan Po,F,76.0,140.0,125.0,258.0,436.0,560.0,422.0,406.0,218.0,161.0,134.0,140.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q14,南安 Nam On,M,164.0,326.0,358.0,312.0,363.0,450.0,536.0,746.0,599.0,358.0,282.0,423.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q14,南安 Nam On,F,135.0,362.0,286.0,285.0,388.0,503.0,615.0,758.0,533.0,359.0,268.0,426.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q15,康景 Hong King,M,157.0,395.0,376.0,446.0,530.0,567.0,493.0,732.0,696.0,535.0,330.0,465.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q15,康景 Hong King,F,191.0,396.0,368.0,418.0,518.0,610.0,594.0,811.0,730.0,456.0,359.0,551.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q16,翠林 Tsui Lam,M,101.0,302.0,571.0,777.0,395.0,227.0,188.0,216.0,633.0,736.0,478.0,561.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q16,翠林 Tsui Lam,F,98.0,309.0,590.0,743.0,356.0,247.0,187.0,432.0,1101.0,732.0,394.0,437.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q17,寶林 Po Lam,M,90.0,350.0,659.0,787.0,353.0,237.0,162.0,267.0,748.0,764.0,445.0,634.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q17,寶林 Po Lam,F,85.0,287.0,615.0,711.0,257.0,210.0,178.0,505.0,1142.0,754.0,380.0,617.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q18,欣英 Yan Ying,M,135.0,390.0,445.0,433.0,409.0,460.0,499.0,708.0,762.0,474.0,320.0,533.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q18,欣英 Yan Ying,F,115.0,331.0,430.0,429.0,413.0,569.0,573.0,780.0,788.0,467.0,306.0,607.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q19,運亨 Wan Hang,M,222.0,353.0,265.0,334.0,382.0,518.0,754.0,860.0,595.0,359.0,248.0,393.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q19,運亨 Wan Hang,F,197.0,287.0,279.0,364.0,437.0,666.0,912.0,806.0,489.0,369.0,246.0,446.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q20,景林 King Lam,M,102.0,434.0,800.0,572.0,349.0,297.0,207.0,398.0,825.0,707.0,574.0,739.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q20,景林 King Lam,F,99.0,399.0,674.0,584.0,317.0,264.0,302.0,718.0,965.0,697.0,471.0,753.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q21,厚德 Hau Tak,M,191.0,612.0,585.0,386.0,324.0,294.0,312.0,538.0,806.0,571.0,474.0,700.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q21,厚德 Hau Tak,F,164.0,607.0,517.0,313.0,290.0,308.0,464.0,741.0,767.0,606.0,460.0,746.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q22,富藍 Fu Nam,M,153.0,359.0,324.0,292.0,349.0,445.0,461.0,659.0,638.0,395.0,307.0,596.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q22,富藍 Fu Nam,F,138.0,333.0,285.0,306.0,358.0,440.0,540.0,679.0,579.0,411.0,355.0,742.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q23,德明 Tak Ming,M,229.0,560.0,377.0,339.0,381.0,455.0,552.0,800.0,759.0,508.0,381.0,587.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q23,德明 Tak Ming,F,232.0,472.0,317.0,318.0,377.0,568.0,787.0,801.0,679.0,534.0,390.0,732.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q24,尚德 Sheung Tak,M,318.0,983.0,718.0,366.0,245.0,182.0,278.0,539.0,792.0,607.0,420.0,521.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q24,尚德 Sheung Tak,F,350.0,1035.0,791.0,320.0,230.0,262.0,586.0,860.0,800.0,555.0,362.0,560.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q25,廣明 Kwong Ming,M,212.0,441.0,313.0,314.0,375.0,477.0,601.0,730.0,637.0,426.0,366.0,664.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q25,廣明 Kwong Ming,F,215.0,439.0,306.0,313.0,354.0,630.0,760.0,725.0,603.0,478.0,463.0,768.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q26,環保北 Wan Po North,M,138.0,257.0,236.0,330.0,347.0,429.0,400.0,452.0,405.0,274.0,176.0,148.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q26,環保北 Wan Po North,F,123.0,212.0,242.0,325.0,384.0,457.0,467.0,525.0,364.0,254.0,160.0,128.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q27,環保南 Wan Po South,M,176.0,278.0,255.0,282.0,295.0,380.0,400.0,475.0,471.0,313.0,158.0,138.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
Q27,環保南 Wan Po South,F,176.0,301.0,242.0,322.0,321.0,439.0,439.0,548.0,446.0,243.0,126.0,142.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_Q.csv.xlsx
P01,大埔墟 Tai Po Hui,M,114.0,237.0,228.0,216.0,224.0,216.0,254.0,285.0,395.0,339.0,230.0,465.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P01,大埔墟 Tai Po Hui,F,92.0,218.0,247.0,216.0,221.0,265.0,256.0,327.0,349.0,286.0,205.0,495.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P02,大埔中 Tai Po Central,M,118.0,312.0,330.0,334.0,297.0,252.0,239.0,440.0,554.0,434.0,219.0,245.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P02,大埔中 Tai Po Central,F,126.0,327.0,322.0,377.0,329.0,271.0,334.0,546.0,652.0,361.0,156.0,279.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P03,頌汀 Chung Ting,M,138.0,429.0,507.0,342.0,281.0,238.0,234.0,432.0,666.0,426.0,293.0,390.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P03,頌汀 Chung Ting,F,113.0,419.0,441.0,350.0,292.0,249.0,300.0,683.0,707.0,388.0,256.0,445.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P04,大元 Tai Yuen,M,121.0,380.0,340.0,296.0,413.0,392.0,236.0,288.0,353.0,385.0,446.0,702.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P04,大元 Tai Yuen,F,156.0,380.0,316.0,277.0,288.0,283.0,263.0,360.0,467.0,656.0,526.0,596.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P05,富亨 Fu Heng,M,111.0,503.0,1054.0,559.0,278.0,212.0,134.0,363.0,921.0,670.0,403.0,478.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P05,富亨 Fu Heng,F,101.0,477.0,933.0,470.0,267.0,185.0,255.0,790.0,1048.0,592.0,339.0,456.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P06,怡富 Yee Fu,M,119.0,360.0,399.0,826.0,590.0,321.0,282.0,366.0,637.0,696.0,554.0,606.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P06,怡富 Yee Fu,F,117.0,319.0,380.0,723.0,558.0,327.0,335.0,524.0,934.0,814.0,489.0,560.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P07,富明新 Fu Ming Sun,M,130.0,321.0,352.0,416.0,284.0,214.0,214.0,329.0,686.0,531.0,336.0,501.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P07,富明新 Fu Ming Sun,F,101.0,315.0,335.0,346.0,303.0,263.0,273.0,557.0,775.0,513.0,280.0,610.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P08,廣福及寶湖 Kwong Fuk & Plover Cove,M,121.0,303.0,317.0,474.0,433.0,220.0,182.0,241.0,398.0,555.0,534.0,531.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P08,廣福及寶湖 Kwong Fuk & Plover Cove,F,92.0,276.0,342.0,413.0,336.0,205.0,244.0,341.0,666.0,795.0,440.0,499.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P09,宏福 Wang Fuk,M,108.0,254.0,290.0,443.0,402.0,214.0,158.0,232.0,385.0,610.0,486.0,546.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P09,宏福 Wang Fuk,F,97.0,218.0,278.0,373.0,348.0,199.0,210.0,338.0,665.0,766.0,386.0,570.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P10,大埔滘 Tai Po Kau,M,199.0,396.0,318.0,295.0,321.0,369.0,402.0,665.0,708.0,474.0,303.0,293.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P10,大埔滘 Tai Po Kau,F,174.0,347.0,329.0,299.0,353.0,424.0,505.0,733.0,609.0,356.0,216.0,232.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P11,運頭塘 Wan Tau Tong,M,139.0,549.0,668.0,449.0,374.0,313.0,266.0,526.0,845.0,618.0,431.0,545.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P11,運頭塘 Wan Tau Tong,F,148.0,524.0,699.0,433.0,351.0,295.0,404.0,797.0,868.0,630.0,394.0,644.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P12,新富 San Fu,M,185.0,445.0,323.0,324.0,359.0,292.0,347.0,612.0,694.0,466.0,319.0,398.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P12,新富 San Fu,F,155.0,385.0,330.0,355.0,338.0,374.0,489.0,727.0,658.0,409.0,255.0,424.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P13,林村谷 Lam Tsuen Valley,M,193.0,449.0,392.0,388.0,414.0,436.0,453.0,686.0,797.0,566.0,320.0,377.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P13,林村谷 Lam Tsuen Valley,F,179.0,406.0,381.0,384.0,403.0,484.0,526.0,794.0,671.0,469.0,235.0,399.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P14,寶雅 Po Nga,M,108.0,442.0,697.0,530.0,301.0,228.0,173.0,381.0,808.0,635.0,381.0,458.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P14,寶雅 Po Nga,F,109.0,375.0,665.0,526.0,292.0,217.0,253.0,633.0,957.0,594.0,314.0,505.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P15,太和 Tai Wo,M,89.0,352.0,742.0,706.0,382.0,233.0,161.0,253.0,824.0,677.0,381.0,534.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P15,太和 Tai Wo,F,84.0,350.0,670.0,693.0,297.0,219.0,207.0,512.0,1021.0,603.0,340.0,547.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P16,舊墟及太湖 Old Market & Serenity,M,149.0,353.0,292.0,326.0,315.0,307.0,334.0,515.0,534.0,281.0,190.0,251.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P16,舊墟及太湖 Old Market & Serenity,F,151.0,316.0,314.0,332.0,373.0,317.0,410.0,661.0,462.0,253.0,146.0,258.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P17,康樂園 Hong Lok Yuen,M,186.0,424.0,332.0,349.0,317.0,348.0,375.0,568.0,663.0,446.0,307.0,323.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P17,康樂園 Hong Lok Yuen,F,159.0,380.0,334.0,353.0,328.0,365.0,468.0,650.0,582.0,347.0,195.0,317.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P18,船灣 Shuen Wan,M,153.0,350.0,280.0,284.0,310.0,356.0,422.0,634.0,684.0,453.0,297.0,348.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P18,船灣 Shuen Wan,F,205.0,331.0,217.0,235.0,319.0,461.0,501.0,648.0,566.0,381.0,216.0,331.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P19,西貢北 Sai Kung North,M,117.0,228.0,163.0,163.0,192.0,287.0,326.0,448.0,432.0,333.0,218.0,222.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
P19,西貢北 Sai Kung North,F,133.0,238.0,156.0,156.0,215.0,278.0,364.0,474.0,376.0,250.0,147.0,207.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_P.csv.xlsx
H01,龍趣 Lung Tsui,M,147.0,311.0,264.0,188.0,188.0,285.0,380.0,514.0,497.0,315.0,229,546.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_H.csv.xlsx
H01,龍趣 Lung Tsui,F,134.0,299.0,241.0,170.0,200.0,295.0,339.0,494.0,427.0,312.0,264,849.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_H.csv.xlsx
H02,龍下 Lung Ha,M,80.0,222.0,265.0,250.0,238.0,229.0,296.0,460.0,550.0,401.0,289,663.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_H.csv.xlsx
H02,龍下 Lung Ha,F,92.0,243.0,263.0,235.0,232.0,250.0,312.0,518.0,559.0,434.0,307,1064.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_H.csv.xlsx
H03,龍上 Lung Sheung,M,202.0,428.0,414.0,324.0,257.0,291.0,367.0,613.0,660.0,516.0,447,1101.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_H.csv.xlsx
H03,龍上 Lung Sheung,F,174.0,426.0,344.0,285.0,254.0,343.0,430.0,671.0,672.0,576.0,451,1565.0,tabula-Age and Sex profile of registered electors by 431 District Council Constituency Areas in 2017PR_H.csv.xlsx
